Company_Code,Company_Name,Article_Title,Article_Date,ESG_Relevance_Score,Is_ESG_Relevant,Matched_ESG_Keywords,Matched_Non_ESG_Keywords,Rejection_Reason,Analysis_Date
HCLTECH,HCL Technologies,"Markets at 5-week high: Sensex soars 900 pts, Nifty above 23,200 on Fed boost; all sectors in green Benchmark equity indices surged over 1 percent on Thursday, with the Nifty reclaiming the crucial 23",2025-03-20,-4,False,,"intraday, resistance, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
HCLTECH,HCL Technologies,"Sensex, Nifty hit eight-month low on US growth concerns; banking, IT stocks take a hit India's benchmark indexes slumped to their lowest levels in eight months, down 0.9 percent by noon on February 24",2025-02-24,-3,False,green energy,"target price, intraday, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
HCLTECH,HCL Technologies,"Trade Spotlight: How should you trade HCL Tech, Shree Cement, Asian Paints, Nykaa, Bharti Airtel, Samvardhana Motherson, and others on March 25? The market clocked a 1.3 percent rally on March 24, ext",2025-03-25,-1,False,,support level,Low ESG relevance or finance-only context,2026-09-03
HCLTECH,HCL Technologies,"Tech Mahindra loses 622 employees in Q1, third consecutive quarter of decline IT services major Tech Mahindra's headcount decreased by 622 sequentially in the first quarter ended June 30, 2025. This i",2025-07-16,-1,False,,q1 results,Low ESG relevance or finance-only context,2026-09-03
HCLTECH,HCL Technologies,"Sensex sheds 500 pts, Nifty below 25,000: Weak Axis Bank Q1 earnings among key factors behind market decline The benchmark equity indices declined sharply on Friday, dragged by weak earnings from Axis",2025-07-18,-4,False,,"intraday, resistance, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
HCLTECH,HCL Technologies,"TCS job cuts worry brokerages as execution, attrition concerns emerge, stock slips Information technology giant Tata Consultancy Services Ltd (TCS) shares slipped in trade on Monday, July 28, after Mo",2025-07-28,-2,False,,"target price, brokerage",Low ESG relevance or finance-only context,2026-09-03
HCLTECH,HCL Technologies,"Sensex down nearly 700 pts, Nifty below 22,650; bank, IT stocks drag; mid-, small-cap indices fall over 1% Indian benchmark indexes Sensex and Nifty opened lower on February 24, tracking a global mark",2025-02-24,-2,False,green energy,"resistance, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
HCLTECH,HCL Technologies,"Stocks to Watch Today: HUL, Coal India, Gandhar Oil Refinery, Nureca, Paytm, HG Infra, Tata Power, Anant Raj in focus on 22 April Let's catch up on the latest news from the stock market. From signific",2025-04-22,0,False,renewable,brokerage,Low ESG relevance or finance-only context,2026-09-03
HCLTECH,HCL Technologies,"Sensex drops 850 pts, Nifty below 22,600, hits 8-month low on US growth concerns; Nifty IT sinks nearly 3% Sensex and Nifty extended their losing streak to a fifth straight session, plunging to an eig",2025-02-24,-4,False,green energy,"target price, intraday, resistance, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
HCLTECH,HCL Technologies,"Stocks to Watch Today: HCLTech, Tata Tech, Rallis India, Power Mech Projects, RailTel, Sun Pharma, Deepak Fertilisers, Oberoi Realty in focus on 15 July Let's catch up on the latest news from the stoc",2025-07-15,0,False,,,Low ESG relevance or finance-only context,2026-09-03
HCLTECH,HCL Technologies,"Sensex declines over 200 pts, Nifty below 25,100: Selling in IT stocks among key factors behind market decline The equity benchmarks Sensex and Nifty declined for the fourth straight day on Monday ami",2025-07-14,-3,False,,"intraday, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
HCLTECH,HCL Technologies,"Buy HCL Technologies; target of Rs 2000: Motilal Oswal Motilal Oswal's research report on HCL Technologies  HCL Technologies (HCLT) reported 1QFY26 revenue of USD3.5b, down 0.8% QoQ CC vs. our estimat",2025-07-15,0,False,,,Low ESG relevance or finance-only context,2026-09-03
HCLTECH,HCL Technologies,"Buy HCL Technologies; target of Rs 1730: Sharekhan Sharekhan's research report on HCL Technologies  HCL Tech reported revenue of $3,498 million, down 0.8% in CC terms, nearly in line with our estimate",2025-04-23,0,False,,,Low ESG relevance or finance-only context,2026-09-03
HCLTECH,HCL Technologies,"Sensex soars 450 pts, Nifty above 25,200: Easing inflation, IT buying, other key factors behind market rebound The benchmark equity indices Sensex and Nifty bounced back on Tuesday after four consecut",2025-07-15,-4,False,,"intraday, q1 results, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
HCLTECH,HCL Technologies,Reduce HCL Technologies; target of Rs 1390: ICICI Securities ICICI Securities research report on HCL Technologies  HCLT’s FY26 revenue organic guidance of 1–4% YoY CC appears optimistic at its upper e,2025-04-23,0,False,,,Low ESG relevance or finance-only context,2026-09-03
HCLTECH,HCL Technologies,"HCL Tech Consolidated March 2025 Net Sales at Rs 30,246.00 crore, up 6.13% Y-o-Y Reported Consolidated quarterly numbers for HCL Technologies are:    Net Sales at Rs 30,246.00 crore in March 2025 up 6",2025-04-24,0,False,,,Low ESG relevance or finance-only context,2026-09-03
HCLTECH,HCL Technologies,"HCL Technologies Shares Fall More Than 2% in Today's Trading Session     During today's session, HCL Technologies shares experienced a downturn, triggered by a price fall alert. The stock declined by ",2025-06-23,0,False,inclusion,nifty,Low ESG relevance or finance-only context,2026-09-03
HCLTECH,HCL Technologies,"HCLTech says specialisation to drive fresher hiring, 'elite' cadres to get 4X higher pay India’s third largest IT services major HCLTech has tweaked its fresher hiring strategy. Not quantity, but qual",2025-07-14,0,False,,,Low ESG relevance or finance-only context,2026-09-03
HCLTECH,HCL Technologies,"Hold HCL Technologies; target of Rs 1550: Prabhudas Lilladher Prabhudas Lilladher's research report on HCL Technologies  The revenue growth performance was tad below our estimates, largely attributed ",2025-07-15,0,False,,,Low ESG relevance or finance-only context,2026-09-03
HCLTECH,HCL Technologies,"Stocks to Watch Today: Power Grid, Bharat Electronics, DLF, Rail Vikas Nigam, HFCL, Shyam Metalics, ACME Solar, Borosil, Petronet LNG in focus on 20 May Let's catch up on the latest news from the stoc",2025-05-20,0,False,,,Low ESG relevance or finance-only context,2026-09-03
HCLTECH,HCL Technologies,"HCLTech to Announce Q1 FY26 Results on July 14, Host Conference Call     HCLTech is set to announce its financial results for the first quarter of fiscal year 2026, ended June 30, 2025, on Monday, Jul",2025-07-08,0,False,,,Low ESG relevance or finance-only context,2026-09-03
HCLTECH,HCL Technologies,"Sensex slips over 1,000 pts, Nifty below 24,500: Rising US bond yields among key factors behind market sell-off The benchmark equity indices tumbled over 1 percent on Thursday, tracking a sharp sell-o",2025-05-22,0,False,"sustainability, sustainable","nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
HCLTECH,HCL Technologies,"HCL Technologies shares fall 2.06% in today's session HCL Technologies shares experienced a decline of 2.06% to Rs 1,672.90 in Wednesday's trading session. This movement reflects a shift in investor s",2025-07-09,-1,False,,nifty,Low ESG relevance or finance-only context,2026-09-03
HCLTECH,HCL Technologies,"HCL Tech Consolidated June 2025 Net Sales at Rs 30,349.00 crore, up 8.17% Y-o-Y Reported Consolidated quarterly numbers for HCL Technologies are:    Net Sales at Rs 30,349.00 crore in June 2025 up 8.1",2025-07-15,0,False,,,Low ESG relevance or finance-only context,2026-09-03
HCLTECH,HCL Technologies,"Sensex soars 1,200 pts, Nifty reclaims 25k: India-US trade deal hopes, other reasons behind market rally The equity benchmarks staged a sharp trend reversal on Thursday, with the Sensex soaring nearly",2025-05-15,-2,False,,"nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
HCLTECH,HCL Technologies,"HCL Technologies shares fall 2.01% in early trade Shares of HCL Technologies declined by 2.01% to Rs 1,587.20 in early trade on Tuesday. The stock's performance is in comparison to its previous close,",2025-07-15,-1,False,,nifty,Low ESG relevance or finance-only context,2026-09-03
HCLTECH,HCL Technologies,"Buy HCL Technologies; target of Rs 1850: Sharekhan Sharekhan's research report on HCL Technologies  Reported revenue stood at $3,545 million, up 1.3 % q-o-q/5.4% y-oy, in line with our estimate of $3,",2025-07-15,0,False,,,Low ESG relevance or finance-only context,2026-09-03
HCLTECH,HCL Technologies,"Sensex falls 400 pts, Nifty at 23,200: Trump’s reciprocal tariffs among key factors to rattle markets Benchmark indices Sensex and Nifty slipped in early trade on Thursday, tracking weak global cues a",2025-04-03,-3,False,,"candlestick, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
HCLTECH,HCL Technologies,"Sensex drops nearly 400 pts, Nifty below 25,000: Muted global cues among key factors behind market decline The equity benchmarks came under pressure on Friday as profit-booking and weak global cues dr",2025-05-16,-4,False,,"intraday, resistance, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
HCLTECH,HCL Technologies,"Hold HCL Technologies; target of Rs 1693: Deven Choksey Deven Choksey's research report on HCL Technologies  Q1FY26 revenue came in at INR 3,03,490 Mn. (+0.3% QoQ /+8.2% YoY), in-line with our estimat",2025-07-16,-1,False,,target price,Low ESG relevance or finance-only context,2026-09-03
HCLTECH,HCL Technologies,"HCL Technologies shares fall 4% on weaker-than-expected Q1 show; should you buy, sell, or hold? IT services player HCL Technologies Ltd shares slipped on Tuesday, July 15, after the information techno",2025-07-15,-2,False,,"target price, brokerage",Low ESG relevance or finance-only context,2026-09-03
HCLTECH,HCL Technologies,"HCL Tech Standalone June 2025 Net Sales at Rs 13,073.00 crore, up 10.94% Y-o-Y Reported Standalone quarterly numbers for HCL Technologies are:    Net Sales at Rs 13,073.00 crore in June 2025 up 10.94%",2025-07-15,0,False,,,Low ESG relevance or finance-only context,2026-09-03
HCLTECH,HCL Technologies,"Infosys Q1 preview: 5 key factors to watch for As Infosys gets ready to announce its first quarter results on July 23, investors will be closely tracking signs of a turnaround at India’s second-larges",2025-07-22,0,False,environment,brokerage,Low ESG relevance or finance-only context,2026-09-03
HCLTECH,HCL Technologies,"HCLTech Q1 results: Net profit falls 10% to Rs 3,843 crore, firm declares Rs 12 dividend IT services firm HCLTech on July 14 reported 10% decline in consolidated net profit at Rs 3,843 crore for the q",2025-07-14,0,False,environment,q1 results,Low ESG relevance or finance-only context,2026-09-03
HCLTECH,HCL Technologies,Buy HCL Technologies; target of Rs 2000: Motilal Oswal Motilal Oswal's research report on HCL Technologies  We hosted the management of HCL Technologies (HCLT) for a two-day NDR in London on 16th-17th,2025-07-24,0,False,,,Low ESG relevance or finance-only context,2026-09-03
HCLTECH,HCL Technologies,"HCL Tech Standalone March 2025 Net Sales at Rs 13,432.00 crore, up 11.22% Y-o-Y Reported Standalone quarterly numbers for HCL Technologies are:    Net Sales at Rs 13,432.00 crore in March 2025 up 11.2",2025-04-24,0,False,,,Low ESG relevance or finance-only context,2026-09-03
HCLTECH,HCL Technologies,"HCL Technologies shares fall 2.70% amid high volume in early trade Shares of HCL Technologies declined by 2.70% to Rs 1,576 in early trade on Tuesday. The stock experienced a jump in volume and is cur",2025-07-15,-1,False,,nifty,Low ESG relevance or finance-only context,2026-09-03
HCLTECH,HCL Technologies,"Sensex snaps 2-day winning streak, Nifty holds 22,500 after volatile session amid US tariff concerns; IT, realty drag Sensex ended marginally lower on Friday after a choppy session as concerns over gl",2025-03-07,-4,False,,"intraday, resistance, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
HCLTECH,HCL Technologies,"Buy HCL Technologies; target of Rs 1800: Motilal Oswal Motilal Oswal's research report on HCL Technologies  HCL Technologies (HCLT) reported 4QFY25 revenue of USD3.4b, down 0.8% QoQ and 2.9% YoY in co",2025-04-23,0,False,,,Low ESG relevance or finance-only context,2026-09-03
HCLTECH,HCL Technologies,"Trade Spotlight: How should you trade CG Power Industrial, Ashok Leyland, HCL Technologies, BPCL, Biocon, Lupin, GAIL and others on June 12? Equity benchmark indices finished 0.15 percent higher on Ju",2025-06-12,-1,False,,nifty,Low ESG relevance or finance-only context,2026-09-03
HCLTECH,HCL Technologies,"Trade Spotlight: How should you trade Paytm, Indian Bank, InterGlobe Aviation, Larsen & Toubro, Transrail Lighting, Fortis Healthcare, and others on August 12? Equity benchmark indices bounced back wi",2025-08-12,-1,False,,resistance,Low ESG relevance or finance-only context,2026-09-03
HCLTECH,HCL Technologies,"Trade Spotlight: How should you trade TBO Tek, CreditAccess Grameen, MCX, Maruti Suzuki, Acutaas Chemicals, Max Financial, and others on August 13? The benchmark indices failed to extend the previous ",2025-08-12,-4,False,,"stock price, resistance, support level, nifty",Low ESG relevance or finance-only context,2026-09-03
